Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
Argentina,ARG,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,381284,381664,..
Argentina,ARG,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,369125,367740,..
Argentina,ARG,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,383117,381663,..
Argentina,ARG,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,366820,368356,..
Argentina,ARG,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,380658,382279,..
Argentina,ARG,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,364442,366559,..
Argentina,ARG,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,378136,380365,..
Argentina,ARG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.021,..,..
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..
Argentina,ARG,"Cause of death, by communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.COMM.1534.FE.ZS,..,..,..
Argentina,ARG,"Cause of death, by communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.COMM.1534.MA.ZS,..,..,..
Argentina,ARG,"Cause of death, by communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.COMM.3559.FE.ZS,..,..,..
Argentina,ARG,"Cause of death, by communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.COMM.3559.MA.ZS,..,..,..
Argentina,ARG,"Cause of death, by injury, ages 15-34, female  (% of relevant age group)",SH.DTH.INJR.1534.FE.ZS,..,..,..
Argentina,ARG,"Cause of death, by injury, ages 15-34, male (% of relevant age group)",SH.DTH.INJR.1534.MA.ZS,..,..,..
Argentina,ARG,"Cause of death, by injury, ages 35-59, female (% of relevant age group)",SH.DTH.INJR.3559.FE.ZS,..,..,..
Argentina,ARG,"Cause of death, by injury, ages 35-59, male (% of relevant age group)",SH.DTH.INJR.3559.MA.ZS,..,..,..
Argentina,ARG,"Cause of death, by non-communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.NCOM.1534.FE.ZS,..,..,..
Argentina,ARG,"Cause of death, by non-communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.NCOM.1534.MA.ZS,..,..,..
Argentina,ARG,"Cause of death, by non-communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.NCOM.3559.FE.ZS,..,..,..
Argentina,ARG,"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,..,..,..
Argentina,ARG,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..
Argentina,ARG,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..
Argentina,ARG,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..
Argentina,ARG,"Children out of school, primary, male",SE.PRM.UNER.MA,..,..,..
Argentina,ARG,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..,..,..
Argentina,ARG,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..,..,..
Argentina,ARG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..
Argentina,ARG,"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,..,..,..
Argentina,ARG,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,0.785000026226044,0.779999971389771,0.777999997138977
Argentina,ARG,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,0.370999991893768,0.368000000715256,0.363000005483627
Argentina,ARG,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,5.3,5,..
Argentina,ARG,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,5.3,5,..
Argentina,ARG,Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),SG.PEN.SXHR.EM,0,0,..
Argentina,ARG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.609,..,..
Argentina,ARG,Decision maker about a woman's own health care: mainly husband (% of women age 15-49),SG.DMK.HLTH.HB.ZS,..,..,..
Argentina,ARG,Decision maker about a woman's own health care: mainly wife (% of women age 15-49),SG.DMK.HLTH.WF.ZS,..,..,..
Argentina,ARG,Decision maker about a woman's own health care: other (% of women age 15-49),SG.DMK.HLTH.OT.ZS,..,..,..
Argentina,ARG,Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,..,..,..
Argentina,ARG,Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,..,..,..
Argentina,ARG,Decision maker about a woman's visits to her family or relatives: mainly husband (% of women age 15-49),SG.DMK.VISI.HB.ZS,..,..,..
Argentina,ARG,Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49),SG.DMK.VISI.WF.ZS,..,..,..
Argentina,ARG,Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49),SG.DMK.VISI.OT.ZS,..,..,..
Argentina,ARG,Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49),SG.DMK.VISI.SE.ZS,..,..,..
Argentina,ARG,Decision maker about major household purchases: mainly husband (% of women age 15-49),SG.DMK.PRCH.HB.ZS,..,..,..
Argentina,ARG,Decision maker about major household purchases: mainly wife (% of women age 15-49),SG.DMK.PRCH.WF.ZS,..,..,..
Argentina,ARG,Decision maker about major household purchases: other (% of women age 15-49),SG.DMK.PRCH.OT.ZS,..,..,..
Argentina,ARG,Decision maker about major household purchases: someone else (% of women age 15-49),SG.DMK.PRCH.SE.ZS,..,..,..
Argentina,ARG,Decision maker about major household purchases: wife and husband jointly (% of women age 15-49),SG.DMK.PRCH.WH.ZS,..,..,..
Argentina,ARG,Decision maker about Visits to her family or relatives: wife and husband jointly (% of women age 15-49),SG.DMK.VISI.WH.ZS,..,..,..
Argentina,ARG,Demand for family planning satisfied by any methods (% of married women with demand for family planning),SH.FPL.SATI.ZS,..,..,..
Argentina,ARG,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,..,..,..
Argentina,ARG,Dismissal of pregnant workers is prohibited (1=yes; 0=no),SG.DML.PRGW,1,1,..
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..
Argentina,ARG,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,59.1611595153809,..,..
Argentina,ARG,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,54.827880859375,..,..
Argentina,ARG,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,22.4685897827148,..,..
Argentina,ARG,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,17.112060546875,..,..
Argentina,ARG,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,92.6010284423828,..,..
Argentina,ARG,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,92.805061340332,..,..
Argentina,ARG,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,22.4685897827148,..,..
Argentina,ARG,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,17.112060546875,..,..
Argentina,ARG,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..
Argentina,ARG,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..,..,..
Argentina,ARG,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,..,..,..
Argentina,ARG,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..
Argentina,ARG,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,..,..,..
Argentina,ARG,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,..,..,..
Argentina,ARG,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.6159999370575,2.60899996757507,2.61299991607666
Argentina,ARG,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,4.86399984359741,4.86399984359741,4.86299991607666
Argentina,ARG,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,0.0579999983310699,0.0489999987185001,0.0430000014603138
Argentina,ARG,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,0.122000001370907,0.123999997973442,0.119999997317791
Argentina,ARG,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,9.13599967956543,8.82900047302246,8.61200046539307
Argentina,ARG,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,31.3059997558594,30.6809997558594,30.2099990844727
Argentina,ARG,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,90.8059997558594,91.1220016479492,91.3450012207031
Argentina,ARG,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,68.5709991455078,69.1949996948242,69.6709976196289
Argentina,ARG,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,45.4669990539551,45.1809997558594,44.8009986877441
Argentina,ARG,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,44.3186988830566,44.9243011474609,..
Argentina,ARG,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,66.822998046875,66.2310028076172,65.6429977416992
Argentina,ARG,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,65.1820983886719,64.8563003540039,..
Argentina,ARG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,54.1002006530762,54.3549003601074,..
Argentina,ARG,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,22.8409996032715,22.2290000915527,21.5230007171631
Argentina,ARG,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,23.5659999847412,22.8808002471924,..
Argentina,ARG,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,36.1389999389648,35.1399993896484,34.2239990234375
Argentina,ARG,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,36.5980987548828,34.7809982299805,..
Argentina,ARG,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,30.0561008453369,28.9179000854492,..
Argentina,ARG,Expected Years of School,HD.HCI.EYRS,12.8795232772827,..,12.8795232772827
Argentina,ARG,"Expected Years of School, Female",HD.HCI.EYRS.FE,13.0612525939941,..,13.0612525939941
Argentina,ARG,"Expected Years of School, Male",HD.HCI.EYRS.MA,12.7036781311035,..,12.7036781311035
Argentina,ARG,"Expected years of schooling, female",SE.SCH.LIFE.FE,..,..,..
Argentina,ARG,"Expected years of schooling, male",SE.SCH.LIFE.MA,..,..,..
Argentina,ARG,Female and male surviving spouses have equal rights to inherit assets (1=yes; 0=no),SG.IHT.ASST.EQ,1,1,..
Argentina,ARG,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..,..,..
Argentina,ARG,Female genital mutilation prevalence (%): Q1 (lowest),SH.STA.FGMS.Q1.ZS,..,..,..
Argentina,ARG,Female genital mutilation prevalence (%): Q2,SH.STA.FGMS.Q2.ZS,..,..,..
Argentina,ARG,Female genital mutilation prevalence (%): Q3,SH.STA.FGMS.Q3.ZS,..,..,..
Argentina,ARG,Female genital mutilation prevalence (%): Q4,SH.STA.FGMS.Q4.ZS,..,..,..
Argentina,ARG,Female genital mutilation prevalence (%): Q5 (highest),SH.STA.FGMS.Q5.ZS,..,..,..
Argentina,ARG,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,..
Argentina,ARG,Female migrants (% of international migrant stock),SG.POP.MIGR.FE.ZS,..,53.9706870551892,..
Argentina,ARG,Female primary school age children out-of-school (%),SE.LPV.PRIM.OOS.FE,..,..,..
Argentina,ARG,Female professional and technical workers (% of total),SG.GEN.TECH.ZS,..,..,..
Argentina,ARG,Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.BMP.FE,..,..,..
Argentina,ARG,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,33.1800003051758,33.1399993896484,..
Argentina,ARG,"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,..,..,..
Argentina,ARG,"Female share of graduates in Agriculture programmes, tertiary (%)",SE.TER.GRAD.FE.AG.ZS,..,..,..
Argentina,ARG,"Female share of graduates in Education programmes, tertiary (%)",SE.TER.GRAD.FE.ED.ZS,..,..,..
Argentina,ARG,"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",SE.TER.GRAD.FE.EN.ZS,..,..,..
Argentina,ARG,"Female share of graduates in from Business, Administration and Law programmes, tertiary (%)",UIS.FGP.5T8.F400,..,..,..
Argentina,ARG,"Female share of graduates in Health and Welfare programmes, tertiary (%)",SE.TER.GRAD.FE.HL.ZS,..,..,..
Argentina,ARG,"Female share of graduates in Humanities and Arts programmes, tertiary (%)",SE.TER.GRAD.FE.HU.ZS,..,..,..
Argentina,ARG,"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)",UIS.FGP.5T8.F600,..,..,..
Argentina,ARG,"Female share of graduates in other fields than Science, Technology, Engineering and Mathematics programmes, tertiary (%)",UIS.FGP.5T8.FNON500600700,..,..,..
Argentina,ARG,"Female share of graduates in Science programmes, tertiary (%)",SE.TER.GRAD.FE.SC.ZS,..,..,..
Argentina,ARG,"Female share of graduates in Services programmes, tertiary (%)",SE.TER.GRAD.FE.SV.ZS,..,..,..
Argentina,ARG,"Female share of graduates in Social Science, Business and Law programmes, tertiary (%)",SE.TER.GRAD.FE.SS.ZS,..,..,..
Argentina,ARG,"Female share of graduates in unknown or unspecified fields, tertiary (%)",SE.TER.GRAD.FE.OT.ZS,..,..,..
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.261,..,..
Argentina,ARG,"Financial institution account,female(% age 15+)",fin1.t.a.2,..,..,..
Argentina,ARG,"Financial institution account,male(% age 15+)",fin1.t.a.1,..,..,..
Argentina,ARG,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..
Argentina,ARG,Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,..,..,..
Argentina,ARG,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,0.921000003814697,..,0.921000003814697
Argentina,ARG,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,0.921000003814697,..,0.921000003814697
Argentina,ARG,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,0.921000003814697,..,0.921000003814697
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,519871519807.795,449663446954.073,..
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.48179244509274,-2.16295212091666,..
Argentina,ARG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10043.5085520823,9729.14157413904,..
Argentina,ARG,GDP per capita (Current US$),NY.GDP.PCAP.CD,11683.9496216363,10006.1489736082,..
Argentina,ARG,GINI index (World Bank estimate),SI.POV.GINI,41.4,..,..
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12390,11200,..
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,22450,22060,..
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,551173003918.77,503116372238.2,..
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..
Argentina,ARG,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..
Argentina,ARG,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..
Argentina,ARG,"Gross graduation ratio, primary, female (%)",SE.PRM.CMPL.FE.ZS,..,..,..
Argentina,ARG,"Gross graduation ratio, primary, male (%)",SE.PRM.CMPL.MA.ZS,..,..,..
Argentina,ARG,"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,..,..,..
Argentina,ARG,"Gross graduation ratio, tertiary, male (%)",SE.TER.CMPL.MA.ZS,..,..,..
Argentina,ARG,Harmonized Test Scores,HD.HCI.HLOS,424.080810546875,..,408.172637939453
Argentina,ARG,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,420.933349609375,..,406.452667236328
Argentina,ARG,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,427.109039306641,..,409.9423828125
Argentina,ARG,Households with water 30 minutes or longer away round trip (%),SG.H2O.TM30.HH.ZS,..,..,..
Argentina,ARG,Households with water less than 30 minutes away round trip (%),SG.H2O.TL30.HH.ZS,..,..,..
Argentina,ARG,Households with water on the premises (%),SG.H2O.PRMS.HH.ZS,..,..,..
Argentina,ARG,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,0.61736673116684,..,0.602144718170166
Argentina,ARG,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,0.627702116966248,..,0.613279402256012
Argentina,ARG,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,0.616489708423615,..,0.602137565612793
Argentina,ARG,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,0.639261424541473,..,0.624488055706024
Argentina,ARG,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,0.607228219509125,..,0.59166693687439
Argentina,ARG,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,0.607066631317139,..,0.591290056705475
Argentina,ARG,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,0.593780279159546,..,0.578204154968262
Argentina,ARG,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,0.619519352912903,..,0.604211807250977
Argentina,ARG,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,0.627047121524811,..,0.611715614795685
Argentina,ARG,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,86,86,..
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,94,..
Argentina,ARG,"Incidence of HIV, ages 15-24, female (per 1,000 uninfected female population ages 15-24)",SH.HIV.INCD.YG.FE.P3,0.09,0.1,..
Argentina,ARG,"Incidence of HIV, ages 15-24, male (per 1,000 uninfected male population ages 15-24)",SH.HIV.INCD.YG.MA.P3,0.21,0.22,..
Argentina,ARG,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",SH.HIV.INCD.FE.P3,0.14,0.14,..
Argentina,ARG,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",SH.HIV.INCD.MA.P3,0.33,0.34,..
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,34.2772237131008,53.5483043492342,..
Argentina,ARG,"Informal employment, female (% of total non-agricultural employment)",SL.ISV.IFRM.FE.ZS,48.7200012207031,49.3499984741211,..
Argentina,ARG,"Informal employment, male (% of total non-agricultural employment)",SL.ISV.IFRM.MA.ZS,47.7000007629395,49.3699989318848,..
Argentina,ARG,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,31.8250007629395,31.4400005340576,31.0890007019043
Argentina,ARG,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,32.6279983520508,32.1254005432129,..
Argentina,ARG,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,45.8419990539551,45.4599990844727,45.1199989318848
Argentina,ARG,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,46.2383995056152,45.684700012207,..
Argentina,ARG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,50.8219985961914,50.7210006713867,50.6150016784668
Argentina,ARG,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,49.5227012634277,50.3017997741699,..
Argentina,ARG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,59.0190010070801,59.0050010681152,58.9889984130859
Argentina,ARG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,72.8119964599609,72.7300033569336,72.6520004272461
Argentina,ARG,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,71.0066986083984,71.4101028442383,..
Argentina,ARG,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,79.6959991455078,79.6949996948242,79.693000793457
Argentina,ARG,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,75.388298034668,76.2611999511719,..
Argentina,ARG,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,86.043701171875,86.6816024780273,..
Argentina,ARG,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,33.8059005737305,34.4096984863281,..
Argentina,ARG,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,62.8517990112305,62.5968017578125,..
Argentina,ARG,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,55.8326988220215,55.771598815918,..
Argentina,ARG,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,77.8347015380859,78.245002746582,..
Argentina,ARG,"Labor force, female",SL.TLF.TOTL.FE.IN,8837952,8924503,9002890
Argentina,ARG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.0035458898206,42.9627108154406,42.917038534661
Argentina,ARG,"Labor force, total",SL.TLF.TOTL.IN,20551682,20772672,20977426
Argentina,ARG,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,1,1,..
Argentina,ARG,Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,1,1,..
Argentina,ARG,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,..,..,..
Argentina,ARG,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,..,..,..
Argentina,ARG,Learning-Adjusted Years of School,HD.HCI.LAYS,8.73913383483887,..,8.41131019592285
Argentina,ARG,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,8.79666709899902,..,8.49405002593994
Argentina,ARG,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,8.68136882781982,..,8.33244132995605
Argentina,ARG,Length of paid maternity leave (days),SH.MMR.LEVE,..,90,..
Argentina,ARG,Length of paid parental leave for father (days),SH.PAR.LEVE.MA,..,..,..
Argentina,ARG,Length of paid parental leave for mother (days),SH.PAR.LEVE.FE,..,..,..
Argentina,ARG,Length of paid paternity leave (days),SH.PTR.LEVE,..,2,..
Argentina,ARG,Length of paid shared parental leave (days),SH.PAR.LEVE,..,..,..
