,Country Name,Country Code,Series Name,2018,2019
735,Australia,AUS,"Employment to population ratio, ages 15-24, male (%) (national estimate)",59.3927001953125,59.4936981201172
736,Australia,AUS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",59.8459014892578,60.1156005859375
742,Australia,AUS,Female and male surviving spouses have equal rights to inherit assets (1=yes; 0=no),1,1
750,Australia,AUS,Female migrants (% of international migrant stock),..,50.3999989402949
776,Australia,AUS,GDP (current US$),1433904348500.12,1392680589329.14
777,Australia,AUS,GDP growth (annual %),2.94033358170461,1.89682574004799
778,Australia,AUS,GDP per capita (constant 2010 US$),56864.3323797642,57071.1682951365
779,Australia,AUS,GDP per capita (Current US$),57395.9194663167,54907.1019101424
781,Australia,AUS,"GNI per capita, Atlas method (current US$)",53250,54910
782,Australia,AUS,"GNI per capita, PPP (current international $)",49440,51560
783,Australia,AUS,"GNI, Atlas method (current US$)",1330436971362.72,1392773157276.32
806,Australia,AUS,"Immunization, DPT (% of children ages 12-23 months)",95,95
807,Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",95,95
808,Australia,AUS,"Incidence of HIV, ages 15-24, female (per 1,000 uninfected female population ages 15-24)",0.01,0.01
809,Australia,AUS,"Incidence of HIV, ages 15-24, male (per 1,000 uninfected male population ages 15-24)",0.03,0.03
810,Australia,AUS,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",0.02,0.02
811,Australia,AUS,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",0.12,0.11
812,Australia,AUS,"Inflation, consumer prices (annual %)",1.91140094445692,1.61076787290379
815,Australia,AUS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",67.2080001831055,66.9280014038086
816,Australia,AUS,"Labor force participation rate for ages 15-24, female (%) (national estimate)",67.5324020385742,67.9807968139648
817,Australia,AUS,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",67.7699966430664,67.3359985351563
818,Australia,AUS,"Labor force participation rate for ages 15-24, male (%) (national estimate)",68.1315994262695,68.2378997802734
819,Australia,AUS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",60.3839988708496,60.2999992370605
820,Australia,AUS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",60.494499206543,60.978099822998
821,Australia,AUS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",73.1859970092773,73.3130035400391
822,Australia,AUS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",71.0429992675781,70.8550033569336
823,Australia,AUS,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",70.9604034423828,71.1220016479492
824,Australia,AUS,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",82.9499969482422,82.9380035400391
831,Australia,AUS,"Labor force, female",6163411,6242465
832,Australia,AUS,"Labor force, female (% of total labor force)",46.5006466123901,46.5336226223925
833,Australia,AUS,"Labor force, total",13254463,13414956
834,Australia,AUS,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),1,1
835,Australia,AUS,Law prohibits discrimination in employment based on gender (1=yes; 0=no),1,1
842,Australia,AUS,Length of paid parental leave for father (days),..,0
843,Australia,AUS,Length of paid parental leave for mother (days),..,0
844,Australia,AUS,Length of paid paternity leave (days),..,10
845,Australia,AUS,Length of paid shared parental leave (days),..,126
873,Australia,AUS,Men and married women have equal ownership rights to immovable property (1=yes; 0=no),1,1
931,Australia,AUS,"Mortality rate, infant, female (per 1,000 live births)",2.8,2.8
932,Australia,AUS,"Mortality rate, infant, male (per 1,000 live births)",3.4,3.3
933,Australia,AUS,"Mortality rate, under-5, female (per 1,000 live births)",3.3,3.3
934,Australia,AUS,"Mortality rate, under-5, male (per 1,000 live births)",4,3.9
940,Australia,AUS,"Number of infant deaths, female",435,430
941,Australia,AUS,"Number of infant deaths, male",549,542
946,Australia,AUS,"Number of under-five deaths, female",512,505
947,Australia,AUS,"Number of under-five deaths, male",650,641
948,Australia,AUS,"Own-account workers, female (% of female employment) (modeled ILO estimate)",7.91300010681152,7.91599988937378
949,Australia,AUS,"Own-account workers, male (% of male employment) (modeled ILO estimate)",12.6579999923706,12.6560001373291
950,Australia,AUS,Paid leave is available to fathers (1=yes; 0=no),1,1
951,Australia,AUS,Paid leave of at least 14 weeks is available to women (1=yes; 0=no),1,1
961,Australia,AUS,Population ages 0-14 (% of total),19.1906170385658,19.2754467111674
962,Australia,AUS,"Population ages 0-14, female",2334187,2380417
963,Australia,AUS,Population ages 15-64 (% of total),65.1529077338752,64.8033515429272
964,Australia,AUS,"Population ages 15-64, female",8132842,8211657
965,Australia,AUS,"Population ages 15-64, male",8144071,8225253
966,Australia,AUS,"Population ages 15-64, total",16276948,16436921
967,Australia,AUS,Population ages 65 and above (% of total),15.6564752275591,15.9212017459054
968,Australia,AUS,"Population ages 65 and above, female",2074185,2140690
969,Australia,AUS,"Population, female",12541215,12732764
970,Australia,AUS,"Population, female (% of total)",50.1996232411296,50.1995341861351
971,Australia,AUS,"Population, total",24982688,25364307
976,Australia,AUS,"Prevalence of HIV, female (% ages 15-24)",0.1,0.1
977,Australia,AUS,"Prevalence of HIV, male (% ages 15-24)",0.1,0.1
1001,Australia,AUS,Proportion of seats held by women in national parliaments (%),28.6666666666667,30.4635761589404
1004,Australia,AUS,Proportion of women in ministerial level positions (%),21.4,26.6666666666666
1011,Australia,AUS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),84.9964099114366,85.1033750337968
1012,Australia,AUS,Ratio of female to male labor force participation rate (%) (national estimate),85.2510643568455,85.7373223617031
1013,Australia,AUS,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),82.7083320302481,85.2943419115099
1014,Australia,AUS,Ratio of female to male youth unemployment rate (%) (national estimate),83.261995187947,82.7739366173421
1015,Australia,AUS,"Retirement age with full benefits, female",..,65.5
1016,Australia,AUS,"Retirement age with full benefits, male",..,65.5
1041,Australia,AUS,"Self-employed, female (% of female employment) (modeled ILO estimate)",11.9759998321533,11.9230003356934
1042,Australia,AUS,"Self-employed, male (% of male employment) (modeled ILO estimate)",20.3490009307861,20.2689990997314
1061,Australia,AUS,Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),1,1
1062,Australia,AUS,"Start-up procedures to register a business, female (number)",3,3
1063,Australia,AUS,"Start-up procedures to register a business, male (number)",3,3
1070,Australia,AUS,The ages at which men and women can retire with full pension benefits are equal (1=yes; 0=no),1,1
1071,Australia,AUS,The ages at which men and women can retire with partial pension benefits are equal (1=yes; 0=no),1,1
1072,Australia,AUS,The government administers 100% of maternity leave benefits (1=yes; 0=no),1,1
1073,Australia,AUS,The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),1,1
1074,Australia,AUS,The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),1,1
1075,Australia,AUS,The law provides for the valuation of nonmonetary contributions (1=yes; 0=no),1,1
1076,Australia,AUS,The mandatory retirement age for men and women are equal (1=yes; 0=no),1,1
1077,Australia,AUS,There are periods of absence due to child care accounted for in pension benefits (1=yes; 0=no),0,0
1078,Australia,AUS,There is legislation on sexual harassment in employment (1=yes; 0=no),1,1
1079,Australia,AUS,There is legislation specifically addressing domestic violence (1=yes; 0=no),1,1
1080,Australia,AUS,There is no legal provision that requires a married woman to obey her husband (1=yes; 0=no),1,1
1081,Australia,AUS,There is paid parental leave (1=yes; 0=no),1,1
1082,Australia,AUS,"Time required to start a business, female (days)",2.5,2
1083,Australia,AUS,"Time required to start a business, male (days)",2.5,2
1084,Australia,AUS,"Time-related underemployment, female (% of employment)",11.0299997329712,10.6499996185303
1085,Australia,AUS,"Time-related underemployment, male (% of employment)",6.75,6.96000003814697
1094,Australia,AUS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",5.31799983978271,5.32800006866455
